biz,ratingValue,datePublished,description
b'jolly-berlin',3,b'2013-10-11',"b""Jolly is a bit hidden behind the museums. We tried this one several times and always had a good time there. The service is friendly, the interior design is modern and clean. The Dim Sum are fresh and worth trying and they dare to serve dishes in there original spiciness. Shui zu niu rou is recommendable, also the pork belly. Didn't try the desserts yet, but we will come back to try some more of their dishes. Prices are not cheap but match the quality. For me it's in the league of the best 5 chinese restaurants in Berlin.\nNow we've been there many times and the first time we've been dissatisfied when trying their most expensive dish, the peking duck., the first time. It didn't look at all like the photos within the menu and was just one piece of duck skin, the rest just normal duck meat. When asked about the reasons for that change, they didn't say sorry but tried to convince us, that this is normal peking duck style, which obviously is not. Even the skin color was just light brown instead of the crunchy dark brown normal style. For a price of 19 euro this is not acceptable and we told them. No sorry, no discount, no free drink, no attempt to solve the situation. For that price level they should be prepared better for complaints and should handle them better and transparent. We won't come back after this experience."""
b'jolly-berlin',4,b'2013-08-23',"b'Our first night in Berlin and we chose well, the service and food were first class the Peking duck was the best I have ever had, and the main was plentiful, I could not finish it, and all at a very fair price'"
b'jolly-berlin',5,b'2012-10-28',"b""Amazing restaurant! Service is really fast, very nice and doesn't mess up ;) The food is some of the best I've had outside of Asia, and it's quite cheap for that quality. Try the dim sum and anything from the duck."""
b'lao-xiang-berlin',5,b'2016-06-11',"b""This is difficult for me to admit, but yes-I am a closet yelper. I have rarely been satisfied enough by my meal to consider cracking open the door of repression and sharing my experiences with others, and lesser times yet without the influence of alcohol, but the meal I enjoyed at this restaurant tonight is worth sober-waving a rainbow colored (or whatever series of colors yelp lurkers are represented by) flag for. \n\nI am a cheap person and was delighted to find reasonably priced food. You can expect to pay about 10 euros per person if you only order entrees. My wife and I consumed our meal family buffet style, which this restaurant is really made for.\n\nIf you're timid and may be concerned about ordering authentic Chinese, there is no need to be here. The menu is spelled out in a few languages, including English, and every dish also has its picture next to it. Better yet, the food that comes out actually looks like the picture! They have the typical Chinese dishes (i.e.  sweet and sour chicken) for you to fall back on if cat tongue or whatever (they don't actually serve cat tongue... On the menu anyways. If they did I would consider getting it because everything looks delicious) doesn't quite do it for your palette. \n\nWe had the sweet and sour chicken as well as the double fried pork, both of which were great. It was nice to be able to flip back and forth between a sweet and a savory dish. Most items like our chicken or pork also come with white rice. There are other options in back of the menu (noodles, fried rice) that are served as a stand alone dish. \n\nThe service was quick, something I haven't experienced in Europe yet either. They have a more secluded section then another section that houses a ~60 inch TV. They adjusted the volume according to our preference and we watched Mulan a couple of times. Just kidding, it was some soccer match. \n\nAlthough I didn't receive a fortune cookie to tell me that sunshine is a ray of hope or that new friends are just around the corner, I was impressed enough to creep out of the bowels of my dark hole, break the silence, share my feelings, cover myself with feathers, lead the parade, and wave the flag for Lao Xiang."""
b'lao-xiang-berlin',4,b'2017-09-22',b'We enjoyed the cold wood ear salad/ fish congee/ pork buns/ cumin lamb. Cool atmosphere'
b'lao-xiang-berlin',3,b'2017-06-28',"b'3* is for the nice staff.  Food really is disappointing.  Not quality ingredients & uses cheap substitutes.  Dishes came out different than in the menu pictures.  We have a Chinese speaking Chinese talking to the waitress & hoping the food we ordered will be ""for Chinese"".  Disappointed it came out still ""European"" Chinese food.  Using the wrong ingredients just didn\'t bring the right tastes.  \n\nStaff is nice, presentation of the food is nice.  But I wish it had more good taste than looks.'"
b'lao-xiang-berlin',5,b'2016-02-14',"b""Do try the double fried pork, it's slightly spicy and amazing. Its not like anything you've tried before!\nOf course if you feel like eating chicken or frog legs, oyster or octopus Lao Xiang is the place for all of them.\nThe place is quite big, has even a private golden room and the service is nice."""
b'lao-xiang-berlin',5,b'2015-12-29',"b""to be honest, Chinese food is not my most favourite cuisine but I simply love this restaurant. I fell in love with their visually magnificent menu cards. and the food is terrific. I'm so lucky it's right next to the corner of my flat that I could come as much as I want."""
b'lao-xiang-berlin',5,b'2014-11-23',"b""Great authentic Chinese food. Also try the hotpot which is actually not on the menu. Random funny note: The Xi'an warrior near to the bathroom is holding a Germany flag - not sure why."""
b'lao-xiang-berlin',4,b'2014-01-05',b'We had a great experience in this place located next to the train station in Prenzlauer Berg. The prices are quite inexpensive. Service is very attentive and dedicated. Portions are quite big. Food is quite tasty and the menu is quiet big. Maybe not the most authentic Chinese food that you can find but certainly a good value for your buck.'
b'lao-xiang-berlin',5,b'2014-03-22',"b'I love this place, definitely he most authentic Chinese in Berlin. Have the feuertopf which is not on the menu (ask for it), it is great for a few friends and great value. The dumplings are some of the best I have tried. Menu might seem expensive bit courses are about sharing then having on your own.'"
b'lao-xiang-berlin',5,b'2014-11-03',b'Really good Chinese hot pot!! Other things on the menu looked good too but were a bit pricy. Awesome place to eat at on a cold day and they have wifi!!'
b'lao-xiang-berlin',5,b'2013-08-18',"b'Truly authentic Chinese food, with Hunan focus. Very reasonably priced and nice atmosphere.\n In summertime also relaxed seating outside.'"
b'lao-xiang-berlin',5,b'2013-07-24',"b""Well, I don't know what authentic Chinese food is, because I've never been to China, but this was really fantastic. We ordered two main courses, which turned out to be A LOT of food, and I think it's common for people to share a main course and get a starter. But I am so happy to have a really good restaurant in the neighborhood finally.\nI want to try most of the things on the menu, and some of them are a bit scary for Western palates (chicken feet and frog meat included) but in the end we just had a beef stew and a lamb thing that we finished.\nI look forward to eating there many more times in the future."""
b'lao-xiang-berlin',5,b'2013-07-11',b'Actually address is Wichartstrasse 43. Fantastic family-run Chinese restaurant from south China. Excellent authentic food reasonably priced. One of my really regular places. I am eating thru the ENTIRE menu!!!'
b'lao-xiang-berlin',4,b'2013-08-14',b'Mit dem Lao Xiang hat sich endlich ein authentisches Chinarestaurant in den Pberg gewagt und ich hoffe es wird belohnt. Sehr leckeres Essen jenseits von Ente S\xc3\xbc\xc3\x9f-Sauer oder H\xc3\xbchnchen mit Reis. Wir hatten als Vorpeise die Jiaozi (mit Schwein gef\xc3\xbcllte Teigtaschen) und als Hauptgerichte das doppelt gebackene Schweinefleisch und den Tofu mit Schweine- und Rindfleisch. Alles war sehr lecker und in anst\xc3\xa4ndigen Portionen! Hungrig geht hier also niemand raus :-) Preis-Leistungs-Verh\xc3\xa4ltnis ist auch sehr in Ordnung inkl. netter Bedienung. Den einen Punkt Abzug gibt es nur f\xc3\xbcr das etwas kalte und minimalistische Ambiente im Restaurant. Alles in allem: absolute Empfehlung!!'
b'lao-xiang-berlin',5,b'2013-12-25',"b""Searching for a new restaurant for tonight, we found this one and tried it the first time. Interior is modern and nice. The menu offers lots of authentic dishes and the photos shown are quite close to what you get. The choice of dishes is a bit wider than other chinese restaurants, most of them being hunan style. We tried a lot and it was very good compared to other chinese restaurants in Berlin. The spicy cucumber has a great unique taste, and all dishes came in their original hot and spicy taste. They even had very yummy durian fruit desserts. Service was very friendly and fast, just the boss hasn't been so friendly, but just showed up once. So with really nice food and service, also reasonable price, we enjoyed the evening a lot. This one is in the top league for Berlin. Now we tried it some more times and enjoyed the same nice experience. We will come back to try more Definitely worth a try for all who are missing chinese/sichuan/hunan food here and are too lazy to cook at home."""
b'lecker-song-berlin',5,b'2015-07-03',"b'In a word - best dim sum I have ever had in my life, even better than in China!\n\nLonger version (for the brave) - hands down, best dim sum I\'ve had so far.\n\nWe\'ve arrived here for dinner before it got really crowded, so if you plan on coming here after 20:00- reserve a table, the place is pretty small.\n\nOnce we\'ve opened the menu we were thinking ""ok, so what do we not order?!""\nAs my friend is vegetarian, we had about 9 options to choose from if you exclude the ones with chicken/pork/seafood.\nWhich is quite a lot! \n\nSo we\'ve settled on four, all vegetarian.\nThe one who took our order asked if we\'re vegan or vegetarian, we said no but didn\'t really understood why - until he put complimentary prawn crackers on the table, super nice and highly considerate! \n\nFor a starter we had a soup that was kind of tasteless until we added some soy into it, but as the dim sum arrived we forget about it.\n\n9 - kakao traum, absolute best! If we weren\'t full after all the food we\'d totally order one more round of those, perfect flavor, perfect serving.\n\nThe others we\'ve taken were also really good, but this was really something else.\nFrom our point of view this is a place you can\'t really go wrong.\nThere\'s no good and bad, just tasty and tastier!'"
b'lecker-song-berlin',3,b'2016-03-02',b'Hmmm apart from the very cute utensils and the super cute dessert baozi (one with chocolate in panda shape and one with strawberry jam in piggy shape) the other dimsums are average at best.\n\nHa gaw and dumpling are most likely frozen ones from the supermarket with super thick wrappings. The filling is tasty but the wrap just kills the merit of the filling. XLB is very disappointing :('
b'lecker-song-berlin',4,b'2017-05-25',"b""My first experience with Dim Sum. I can't vouch for authenticity, but it was definitely delicious.\nGo early or reserve ahead. Space is limited"""
b'lecker-song-berlin',5,b'2016-07-10',"b""Tried it out if curiosity. I got a salad (cucumber) and  dumplings. I loved both. They have so many kinds of dumplings. I tried a couple and have fallen in love with this place. Situated in a charming street , I think the only restaurant I'm this side of the Street, this place has a lot to offer. Definitely worth checking out."""
b'lecker-song-berlin',2,b'2016-05-02',"b""Worst dim sum ever.. Yes.. I got suckered in as I saw the miss piggy dessert pictures on other reviews. The miss piggy dessert was nothing but bread with artificial strawberry jam in it. The rest of the dim sum was subpar compared to any other authentic Chinese venue. I ordered the typical dishes shi jin bao, cha shao bao, dumplings with vegetables, glass noodles, and carrots, and xiao long bao. It just didn't taste fresh at all. \nOur server was nice and attentive. She gets 2 star for that. End of story. I don't know how this place has so many stars."""
b'lecker-song-berlin',5,b'2015-05-15',"b""Oh my goodness - AMAZING DUMPLING AND GREAT SERVICE!\n\nCame her around 5 a couple days ago expecting to wait for a table (based on the other yelp reviews) but we were quickly seated and given cushions and a nice table spread to make sitting outside more comfortable. The waiter and waitress were very sweet and attentive and our food came out in a timely manner! The prawn crackers they serve before your meal are delightful. \n\nThe dumplings were delicious and ask for the sweet chili sauce! It's really nice with the shrimp dumplings. The green tea is served in a nice porcelain detailed painted tea pot with adorable little cups. \n\nAnd every dumpling plate is \xe2\x82\xac4.90... What could be better!\n\nWasn't a huge fan of the dessert chocolate bear dumplings but it was good to try. Can't wait to go back!"""
b'lecker-song-berlin',5,b'2016-10-26',"b""I wanted to try this place for some tjme and finally made it! Wonderful place for dumplings! Cheap, tasty, fast and a great service! It's a small cute shop in a nice area, the tea is super special. The menu is small but I find it a good thing. Their specialty is the dim sum. They have also quite a few options for vegetarians and vegans. Absolutely love it."""
b'lecker-song-berlin',1,b'2016-07-30',"b'The 3 color(dish no. F4 Sanse) is the one I like the most! Good service, nice stuff but the food taste not surprising, not really recommend... I feel sorry'"
b'lecker-song-berlin',5,b'2016-06-15',"b'so, SO good. amazing prices (we drank and ate until we were stuffed, for under 25 euros). small restaurant and cash only as far as i can tell, but i would come here every day if i could. most importantly, EXCEPTIONAL service (which is a rare find).'"
b'lecker-song-berlin',5,b'2014-06-03',"b""I've always been a fan of dim sum. It's like heaven in your mouth. So when an opportunity presented itself to go to this place, I immediately took it. A companion was visiting town, so when we needed to have dinner, I suggested this place and made a reservation.\n\nThey don't have an extensive menu. They have two soup types, a handful of cold salads and other appetizers, about 5 vegetarian dim sum, and about 8 meat-filled dim sum. But that was enough to bring heaven to the inside of my mouth. \n\nMy companion and I each ordered a soup, and I tried the wantan soup, which was delicate in its flavor and presentation. The wantans were floating in warm soupy bliss. It had just the right taste, and was meant more to enjoy and savor, than to simply slurp.\n\nThen my companion and I ordered three different dim sum to share. With perhaps the most expensive order still being under 5 EUR, this wasn't an expensive meal. Each order have 5 pieces of dim sum, presented inside a steamer, and yes, they provide wooden non-disposable chopsticks. They also ask you what kind of sauce you want, as they have several choices at your disposal. \n\nOh, the shao mai, and the shrimp-filled steamed mini buns, they were all heaven in my mouth. Next time, I'd go down the menu and try the other items.\n\nI'll definitely be back. This is a great find, and is something that will be on the top of my list for a while. Reservations are recommended, as they are a very small place, with only a few tables inside."""
b'lecker-song-berlin',5,b'2016-06-08',"b""Not the best dim sum I've ever had, but it was still really good. The price was fair and the waitress was really sweet and on the ball. The other woman working there was also really nice as well. Definitely coming back."""
b'lecker-song-berlin',4,b'2015-09-20',"b""I love dim sum- it's my absolute favorite. This place was absolutely delicious, and they have some very unusual kinds. They have an entire selection of vegan/vegetarian dumplings, really adorable dessert buns, and unusual and flavorful sides.\n\nThe place is pretty small, but it has a nice homey atmosphere.  I'd recommend arriving before the peak dinner hours, or making a reservation. However, if they don't have any open tables, they also take your number and give you a call when one opens up, so you can explore the Prenzlauer Berg neighborhood in the meantime."""
b'lecker-song-berlin',5,b'2016-01-11',"b'So so so good. Loved the wonton soup and the rice wrapper pork dumplings! The perfect place for a quiet, low-key, delicious meal.'"
b'lecker-song-berlin',1,b'2015-11-10',"b""Edit May 2017: 2 years ago I visited the place and rated it with 5 stars.\nToday I'm giving it just one star because the dumplings taste like supermarket frozen ones.\nI expected fresh dumplings that are not teaming with preservatifs but there you go. Not gonna find that here."""
b'lecker-song-berlin',3,b'2016-07-02',"b'This is a cozy cute place. Offers mostly a small portion with about 4 tiny one bite size (no bigger than McNugget size) dumplings costs 4.5-5 Euro average/per plate. I would not consider this to be exactly cheap. If you are hungry and sharing, you would probably want to order about 3-4 plates each person. I do not have a size of cow stomach and I am a tiny woman. Do the math. Should not be listed as \xe2\x82\xac. More like \xe2\x82\xac\xe2\x82\xac\xe2\x82\xac for what it is.'"
b'lecker-song-berlin',5,b'2016-09-30',b'Amazing place to experience authentic chinese dumplings while also being able to eat fully vegan if you want to! Everything vegan on the menu is deliciou and the staff is really nice!'
b'lecker-song-berlin',5,b'2015-06-25',"b""Excellent handmade dumplings and fast service. The dumplings didn't feel greasy to eat and everything feels authentic. The price is not cheap (we each paid 10 euros per head for lunch) and we're still hungry. You pay around 4-5 euros per dumpling order (usually 4 or 5 pieces). But very authentic experience."""
b'lecker-song-berlin',5,b'2015-01-23',"b""We already ate at Lecker Song a lot of times since this little restaurant with just a few tables opened . \nIt's always very good, always very fresh. Everything is homemade, original and tasty.\nYou're always warmly welcome, both the owner and the staff are very friendly.\nA good place, to recommend."""
b'lecker-song-berlin',5,b'2015-11-07',"b""Amazing dumplings and friendly service. This is the best dim sum I've had in Berlin. Their tea selection is also amazing."""
b'lecker-song-berlin',4,b'2016-02-10',"b""Yum yum yum!! I came here on a Wednesday night based on the reviews and was not disappointed! I ordered four sets of dumplings, then liked them so much that I ordered more. I ended up trying all six different meat dumplings, and they were all fantastic. I would have to say that the shrimp and the chicken were my favorites, though I unfortunately can't report on their extensive vegan and vegetarian options as I was all about the meat this evening, but I hope to go back soon and try them. Staff was friendly and attentive without being pushy. Thanks for the great evening!!"""
b'lecker-song-berlin',4,b'2014-11-24',"b""This little and tiny restaurant is hidden just behind Helmholtzplatz. The first time I tried to find it I almost passed it. Once you enter you are being welcomed by the friendly owner who offers you one of the very few buy cozy tables. They have various dumplings with many different fillings and tastes. I always just order a few and then more along the way. In that way you can spend a good and relaxed time with friends here. Food tastes solid but there is still a bit  room for improvement. It's pretty pricey as well but overall better than all the places along Kantstrasse. Certainly worth a try. But rather don't come in large groups."""
b'lecker-song-berlin',5,b'2015-03-05',"b'This place is awesome.  We tried different types of dumplings, including sweet ones for dessert. We did not regret a single one.  I recommend making a reservation as the place has 5/6 small tables and fills up quickly. I also recommend eating something before as you will need a ton of dumplings to make a whole meal, and while the portion costs between 4/6\xe2\x82\xac, it adds up.  Kudos to the homemade shrimp chips you get as a free starter and very friendly staff. I will be coming back soon.'"
b'lecker-song-berlin',5,b'2016-03-29',"b'All the homemade dumplings are so oriental and delicious, finally some different choices for chinese dishes other than rice and noodles:) i will definately visit again!'"
b'lecker-song-berlin',5,b'2014-09-09',"b'one of the best dim sum place around the city, small and cozy restaurant with homemade dim sum menu and a dim sum vegetarian menu available too.\n\npersonally I loved the chicken and coriander one, so tasty!\n\nwill go back there for sure'"
b'lecker-song-berlin',5,b'2015-08-11',b'Probably the best dim sum in PBerg -- service is very attentive and kind.'
b'lecker-song-berlin',5,b'2015-06-03',"b""A fantastic place for vegetarians. A whole page full of veg dumplings and I also recommend the spicy cucumber salad. People says it's busy so consider going a Wednesday night. It's an easy tram ride from Mitte and a good excuse for checking out Prenzlauer."""
b'lecker-song-berlin',5,b'2015-03-12',"b""This is place is truly amazing. The dim sum is incredible and the staff is very friendly. We had some seaweed salad that was quite delicious. Even the sweet dim sum for dessert were quite good. I plan on coming back very very soon. I highly recommend this place. I suggest making a reservation though, it fills up quickly and while the food comes quickly, people don't eat thaat quickly, so you might have to wait."""
b'lecker-song-berlin',5,b'2015-06-06',"b""Here I go, adding my five stars to the constellation of raves. This place is a MUST whether you're veg or not. My boyfriend and I, vegetarians from DC, went there on our last night in Berlin and would have gone back every night if we'd had more time. Prenzlauer is a cool neighborhood, and this place is a gem. Decorated in a quirky, colorful style, it features astonishingly good dumplings and a cucumber salad you'll taste in your dreams. Everything is prepared with care and an eye toward color and texture, and the staff are friendly. The only possible improvement would be an array of specially prepared dipping sauces for the dumplings. The chili-infused oil simply isn't flavorful or distinctive enough for the venue. The sauce coating the cucumber salad, however, is a delight. This place is well worth going out of your way for."""
b'lecker-song-berlin',5,b'2014-09-12',"b'If you are looking for a dumpling fix in Berlin, then look no further!! There\'s no need to go to Ming\'s or Kantstra\xc3\x9fe! Lecker Song was everything I had hoped for in decent authentic Chinese dumplings. A tiny place, tucked away on Schliemannstra\xc3\x9fe, I am glad I found this place and finally got to try it out. There\'s a large selection of meat and vegetarian dumplings. The meat ones consist mostly of classics such as Har Gau, Shu Mai, Xiao Long Bao and Wo Tie (pot stickers). The vegetarian ones, however, had more creative flavours. Being ravenous on a Friday night, we ordered a massive selection, including the vegetarian curried pumpkin dumplings. These were mouth wateringly more-ish and tasty, having a samosa-like flavour to them. A completely unexpected hit. Would definitely recommend trying that one out. The Har Gau were also one of our favourites that night. Now this dumpling is a Dim Sum classic. Simply put, it\'s a prawn and bamboo shoot dumpling with ""crystal"" translucent skin made of rice flour. I\'ve had many a Har Gau in my time and it is easy to get wrong. Often the skin is too heavy, cloying and just a nuisance to eat with chopsticks! For this dumpling, it is all about the texture of the filling.  The prawn filling should be ""crunchy"", with bite to it. Some restaurants will put too much cornflour and other ingredients in it to thin it out. For me, Lecker Song got it right on both counts. A must try when you order! Will definitely be returning and ordering everything on the menu! ;)'"
b'lecker-song-berlin',5,b'2013-08-27',"b""Fantastic service! Nice small area with outdoor seating. Smoked tofu was possibly the best tofu I've ever had. The Shao Mai and Fen Guo were awesome as well!  For dessert, the Zongsi. I hope to return while I'm here."""
b'lecker-song-berlin',5,b'2014-08-26',"b""Wonderful dim sum.  TONS of vegan and vegetarian options.  I highly recommend the tofu-shiitake dumplings: wonderfully seasoned, delicately sweet, with meaty tofu.  We also had the zucchini-rice noodle-morel dumplings and the tofu-morel-pea dumplings, which were also delightfully flavorful, hearty, and comforting.  The pickled cabbage appetizer was like slightly sweet kimchi and was delicious; the smoked tofu and bell pepper appetizer was also wonderful, with very high-quality bell peppers, extra-firm smoky tofu and lots of fresh herbs.  We also loved the red-bean bun dessert.    The place is tiny and feels like a mom-and-pop restaurant:  the atmosphere is cute but not fancy.  The waitstaff were helpful and attentive. Best Chinese food I've had in Berlin."""
b'do-de-li-berlin',5,b'2014-09-04',"b'One of my favourite retaurants in Berlin. It\'s not shabby, not pricey and so authentic that the waiter is speaking Chinese with me. (Sadly I can\'t reply in Chinese) \n\nI often come here for the chicken feet. (Leave me alone I love them ok?) Beside that they have great lunch deals which go from 12:00 - 16:00 and cost about 6-7\xe2\x82\xac. I can highly recommend the fried rice or the noodlepots. Latter are HUGE and so so good. You get a tablet with a bowl of broth, a bowl with rice noodles and several small plates with toppings suchs as mushrooms, seaweed or walnuts. I usually have the vegetarian one with a lot of veggies but the ones with meat looked pretty good as well.\nThis place is compared to other chinese restaurants like ""Good Friends"" (which is close by) more quiet and elegant. The interior looks high class- almost posh and the restaurant owner is super nice. I think that\'s a place where you can drop by with your parents are some special date.\n\nAll in all a great place!'"
b'do-de-li-berlin',4,b'2016-11-06',"b'So far I tried only ""Crossing the bridge"" soups, but they are outstanding. You get a huge bowl of broth, another bowl with crazy amounts of rice noodles and a set of ingredients you can add , they differ depending on the type of soup. It\'s definitely not the cheapest but worth the price. I would just prefer it to have a little less noodles and more extra ingredients like meat slices or nuts. But I am still very happy with this place. Exceptionally good for a hangover!'"
b'do-de-li-berlin',2,b'2017-01-27',"b""It's a basic family restaurant style. We visit for first time and expected at least fresh vegetables and healthy food. Taste was just soso, however sprouts and peanuts turned already bad. We will not come back."""
b'do-de-li-berlin',5,b'2015-10-22',"b""One of the best asian restaurants in Berlin (seriously) . The soups are between 6 to 10 Euro and are so huge (even by american standards) that it's usually a good idea to split the soup with someone else, which they will happily let you do. You might even consider ordering the aubergine and pork dish which is another standout. Also have more exotic stuff like pig feet which aren't bad."""
b'tian-fu-berlin-2',5,b'2017-08-02',"b""This is the most authentic Chinese restaurant we've found in Germany. \xe7\x9c\x9f\xe7\x9a\x84\xe8\xb6\x85\xe7\xba\xa7\xe5\xa5\xbd\xe5\x90\x83\xef\xbc\x81\xe6\x88\x91\xe4\xbb\xac\xe5\xb7\xb2\xe7\xbb\x8f\xe7\xac\xac\xe4\xba\x8c\xe6\xac\xa1\xe6\x9d\xa5\xe5\x95\xa6\xef\xbc\x81309 sichuan style chilli chicken is just so good, crispy and tasty. And the place is very easy to find. With nice decorations and light."""
b'tian-fu-berlin-2',5,b'2017-07-19',b'Very nice place with great food. I said I wanna spicy so the waiter asked for extra spicy for me. Very thoughtful. If you are looking for a place that down to earth but has very good food. This is the best choice around the neighbourhood.'
b'tian-fu-berlin-2',2,b'2017-07-01',"b'Below average service quality, food is ok. The waiter was rude; we were always ignored thus decided not to tip generously, he gave us the eye and complained rudely.'"
b'tian-fu-berlin-2',1,b'2015-12-29',"b""It indeed is a place that you can take a look if you really want some Chinese food in Berlin.\n\nBut the service here is extremely bad. A fat short-hair ~30-year-old male waiter here is a living definition of how bad the service can be provided. He ignored requests of customers and he was lazy and bad-tempered. He looks like a king in the restaurant but he is actually a pig: he only smiled at young ladies and frowns at male customers.\n\nI wouldn't come back."""
b'tian-fu-berlin-2',4,b'2017-02-16',b'Very authentic Chinese Resturant. Try 309 (Sichuan-style Chilli Chicken).'
b'tian-fu-berlin-2',5,b'2017-01-18',"b""I've been to a number of Chinese restaurants in Berlin but this one is a real deal. I was so happy to find an authentic, yummy Sichuan Chinese place in this city. I read some people had problems with a rude male server there. My server was a female and she was friendly. Please don't get discouraged by a potential rude server. The food is worth a visit."""
b'tian-fu-berlin-2',5,b'2017-01-24',"b""The best seafood soup I've ever had. Simple, yet so perfect. I don't remember the actual name but you can't miss it. The Shrimp is delicious! Really authentic. Definitely going back in a few days."""
b'tian-fu-berlin-2',1,b'2015-12-29',"b'Honestly rating one star is overrating for tian-fu restaurant. Food, environment is ""ok"" in this place but overall not as good as the reviews. HOWEVER the service attitude towards to customers is ill-mannered especially the middle-aged waiter. The wait time was more than 30 minutes and this rude waiter said its normal to wait such a long time for dinning like its the customers problem.\nI also noticed that other customers came in without reservation were treated inpatient.\nI would not consider to have Asian food in this place any more.'"
b'tian-fu-berlin-2',5,b'2017-05-11',"b""Who knew I would find one of my favorite Chinese restaurants ever in Berlin. And I don't even like Chinese food. Have spent a lot of time in China as well. Thanks guys."""
b'tian-fu-berlin-2',3,b'2015-03-05',"b""I went here with some friends who highly recommended this restaurant. It is pretty authentic in Chinese cuisine but I didn't particularly love it. We ordered a bunch of dumplings and dim sum items. They were all pretty good, just not amazing in my opinion. I would try it again but definitely try some others out first before I go back."""
b'tian-fu-berlin-2',5,b'2016-07-12',"b'great chinese restaurant! With quite a nice selection of meals, not only the classic ones!'"
b'tian-fu-berlin-2',4,b'2016-01-25',"b'Word of the day is BANGING BUFFET. This place got a pretty good buffet if you ask me, take my word or dont you foolios. The staff and waiters are deaf and blind so dont expect anything from them. Its all about the food. Xie xie means thanks you in chinese so dont forget to use that one, it all ways works. Trust me. Peace'"
b'tian-fu-berlin-2',5,b'2015-03-24',"b'As far as I know this is the only good Chinese restaurant in Berlin, and it\'s actually as good as anything I""ve had back in San Francisco, New York, or Houston.\n\nOnce Berlin gets a decent cal-mex or tex-mex restaurant I\'ll never have to leave the city again for good food.'"
b'tian-fu-berlin-2',5,b'2015-10-22',"b""Our favorite Chinese restaurant in Berlin..  Try the spicy chicken (#309).  It's borderline too hot for me but the taste on the chicken and veggies is amazing.  We eat from here a couple times per month.  May need reservations for evenings."""
b'tian-fu-berlin-2',5,b'2013-01-28',"b""By far the best restaurant for Sichuan food in Berlin! Couldn't find anything like this outside of China ;-)\nTop!"""
b'tian-fu-berlin-2',5,b'2015-02-11',b'Excellent chinese food! I can absolutely recommend this restaurant! Service is not too friendly but still polite. Unfortunately this restaurant does not accept credit cards.'
b'tian-fu-berlin-2',5,b'2013-11-28',"b""It gets five stars for being the most authentic northern Chinese cuisine I've had in Berlin (I used to live in Beijing); malheureusement the prices reflect that.\n\nDo you want \xe5\xb9\xb2\xe7\x85\xb8\xe5\x9b\x9b\xe5\xad\xa3\xe8\xb1\x86, \xe5\xae\xab\xe4\xbf\x9d\xe9\xb8\xa1\xe4\xb8\x81,  \xe5\x9c\x9f\xe8\xb1\x86\xe4\xb8\x9d\xef\xbc\x8c\xe7\xba\xa2\xe7\x83\xa7\xe8\x8c\x84\xe5\xad\x90, \xe7\x81\xab\xe9\x94\x85.... \xe7\xad\x89? It's all here and it's all very, very tasty, \xe9\x9d\x9e\xe5\xb8\xb8\xe5\xa5\xbd\xe5\x90\x83, you won't regret it."""
b'tian-fu-berlin-2',4,b'2011-06-27',"b'I quite enjoyed this restaurant.  Unlike a few others in the street (on a Saturday afternoon), this one actually had clientele. \n\nI indulged in a number of vegetarian options - dim sum, aubergine, mixed veg, and a water spinach dish.  All good - the aubergine being the highlight.  \n\nFriendly service, quiet, and good food.'"
b'tian-fu-berlin-2',3,b'2011-05-24',"b'If you order a main course marked with 3 chilis in Tian-Fu, it really is uncompromisingly hot. Authentic Schezuan food, I must say.\n\n\n However, consistency seems to be an issue. Also the service of the male waiter was lacking.'"
b'tian-fu-berlin-2',3,b'2010-01-03',"b""So far, I found this place to be an adequate Sichuan restaurant. Atmosphere is nice, service is friendly and good, and the food is not too bad, although I haven't tried too many dishes. The good news is that the dimsum is actually homemade, the bad news is that it isn't that great but full marks for trying. The roast duck was passable, the fried rice was quite good and a couple of other dishes were tolerable.\n\n\n I will be back again as the hotpot looks quite interesting and so do some of the more traditional Sichuan dishes. The only comparable Sichuan restaurant in Berlin is the original Ming Dynasty in Br\xc3\xbcckenstra\xc3\x9fe 6 and they are both pretty much neck-and-neck, though Ming is perhaps a little cheaper.\n\n\n Oh, the other good news is that I did not detect much use of monosodium glutamate in Tian Fu, so that is definitely a plus point.\n\n\n NOTE: I did come by again for the Sichuan hotpot and it was pretty good. Still, I think the Lucky Star in Friedrichstrasse does a slightly better hotpot with a tastier soup. Just my opinion!"""
b'tian-fu-berlin-2',1,b'2011-10-19',"b'After hearing positive reviews and being big fans of Szechuan food we decided to try having dinner at Tian Fu. The restaurant was packed with a good mix of locals and Chinese which looked promising. The dimsums arrived quickly after ordering and they looked and tasted great. However, if the restaurant claims to be representative of Szechuan cuisine, the main course(s) would ensure that it\'s an experience best avoided. The Szechuan beef and chicken was so over-salted that one could easily think that salted meats are preferred in China. Either that or the cook had a new girlfriend. Tian Fu uses salted econo-""meat"" imported from Brazil (avoiding EU tariffs on fresh produce). The waitress was very nice and understanding but that did not fully compensate for the totally inedible first round. The re-hashed dishes (after some polite complaints) were merely inedible. We both know what Szechuan cooking should taste like, ie nothing like what the Tian Fu attempts to serve.\nWe will not repeat this experience and cannot recommend dining here.'"
