biz,ratingValue,datePublished,description
tianfuzius-berlin,5,2016-11-02,"Dear Tianfuzius, Please come to Prenzlauer Berg! We trekked all the way from Prenzlauer Berg to eat here, and boy were we glad we did! We had Xiao Long Bao (Chinese steamed buns), Gebackene Wan Tan mit einer süß-sauren Sauce (fried Wan Tans with sweet and sour sauce), Tofutopf nach Sichuan-Art (Spicy Sichuan Tofu Stew) and Vegetarisches Gongbao Huhn mit Erdnüssen (Vegetarian Gungbao\Kung Po Chicken with peanuts) - every item was delicious to outstanding! My non-vegetarian friend loved the dim sum more than anything and I savoured every interestingly different tasting bite of the tofu stew that left my taste buds in awe! The dim sum portions were small but the entrees were big, especially the stew! The service was nice and the restaurant interiors were lovely. Prices are fair for the quality of the food, portion sizes and location. I highly recommend it!"
ming-dynastie-berlin-5,5,2015-10-21,"This is a massive operation; right across the Chinese embassy. On a Wednesday evening, it was packed, with both Chinese and non-Chinese diners inside. There were plenty of Chinese diners; that for me was a good sign.

We decided to stick to ordering little things, and avoiding the main dishes. By the way, the main dishes are huge, so bring an appetite in case you want to order one of those (they come with rice). We ordered the 1000-year-old eggs (we liked it so much we ordered a second one), the spicy tripe, steamed dimsum with pork and vegetables, as well as small servings of the shark fin soup, as well as the sea cucumber soup. We also ordered a pair of non-alcoholic cocktails, simply because their juices looked interesting enough.

Oh, the millennium eggs were great! It looked disgusting, but it melts in your mouth. I loved it. I haven't had it here in Berlin, until now. I was missing it, so it was time to feast on it. 

The spicy tripe was also a great dish. It was not too hot, in my opinion, although I remember them marketing it as rather hot. I guess it's not Szechuan cuisine. Regardless, I loved it.

And finally, the dimsum, which was heavenly.

The soups were interesting, but I should say that the shark fin soup had more hype than taste. I can't say I hate it, but I am not a fan. I guess it is just popular because of its ingredients, but I didn't really see why people make a big deal of it. In my opinion, I found the sea cucumber soup tastier.

Overall, I had a good experience here. I would definitely come back again."
ming-dynastie-berlin-5,3,2017-06-03,"It's a reasonably nice place, the waiters were friendly, no problems, the food was... ok. Not great, but ok. The buffet is pretty small and lacks some more sauces (if you offer duck, fish, etc. by itself, I expect more sauces to go with it than just sweet&sour). One meat (I think it was beef) was only lukewarm at best and pretty chewy, which was also true for some of the other stuff. Personally, I would not recommand the buffet, but we will probably go again and try something from the menu."
ming-dynastie-berlin-5,2,2015-12-26,People say that it's the best Chinese restaurant in Berlin but I think it might be a bit overrated. There is a big selection of food. Even the most fancy things like shark fins. The menu is very authentic. My boyfriend and I (both from China) decided to have some daily food though. We had Dan Dan Mian (sichuan noodle) and sauer sweet fish. The portion of the sauer sweet fish was not very big. It tastes okay but not so amazing. The noodle was too soft and it was just a bowl of noodle. There should be more meat. The kiwi alcohol free cocktail was disgusting. The staff was friendly though. And the price was okay. Maybe I will try the all you can eat or the more fancy stuff some other day.
ming-dynastie-berlin-5,5,2014-07-06,"One of the best Chinease Restaurants in Berlin. They have a huge selection of dishes on the menu, way more that you will find in a lot of other places. The menu is really Chinease with a lot of ""exotic"" dishes like pigs ears, intestines, chicken feet etc. We had some starters and some meat dishes. The portions are really generous and the meat dishes come with rice. I will certainly go back there, great find. 
The location is also nice, you can sit outside and have a direct view on the Spree."
ming-dynastie-berlin-5,4,2016-06-08,The buffet is huge and full if interesting stuff... Very good for 15 euros..Some of the food are slightly customized to western tastes so that bit is irritating... The dumplings are fresh and tasty...Everything else is quite good and authentic.
ming-dynastie-berlin-5,2,2014-08-21,"I'm Chinese and the food here is awful. The Beef dish was too salty. 
We also got the duck pancake, wow the pancake they used was soggy and not the correct one I rate that ""F"" Bad Bad. 
Close to Potsdamer Platz there is a GOOD duck pancake place Pek-Ente or something.
Dim sum nothing special. Overall, I will NOT return."
ming-dynastie-berlin-5,4,2012-04-22,"Real chinese restaurant across the street of the Chinese Embassy. Once, when  I was invited to the 60. Anniversary of the Republic of China Act in the Embassy, this restaurant was the caterer. God food, some of them so authentic, that you are warned by the staff. I highly recommend this restaurant"
ming-dynastie-berlin-5,2,2012-07-08,"I gave 2 stars mainly because of the Unfriendly Waiter who made me feel sorry about asking anything,
I assume he's the son of the owner. Unfriendly and somehow rude.
Food is Ok, a bit on the pricey side considering the quality of the food:
We got Half Duck which was good, but the sauce was far too acid.
Rice was good.
Vegetables were ok, but not worthy of 8EUR.
Won ton soup with prawns is too expensive, 5,80EUR for a very small portion,
and taste too much like sesame sauce. 
I tried many chinese restaurants and this one is not gonna be on my list,
def. i won't go back to eat here."
ming-dynastie-berlin-5,4,2014-04-12,"This place is amazing! The location is very easy to get to, and the menus have ENGLISH! The english menu made the restaurant quite welcoming and put us at ease when ordering. 

The food itself is quite good, and the service is reasonable by Berlin/European standards."
ming-dynastie-berlin-5,5,2013-07-04,Authentic Sichuan cuisine. One of the best Chinese restaurant I've ever been to when I'm abroad.
ming-dynastie-berlin-5,5,2012-12-30,"The mixed review from this restaurant is probably because of its originality and Non Asians, who are used to the cheap Asian noodles around the corner.

The food is typical food of the zhejiang province. They don't do dim sums, so I didn't bother ordering dim sum. I have been here a couple of times already. If you want to experience original zhejiang cooking this is the place and order from the menu. I've tried the buffet, but the quality is not the same."
ming-dynastie-berlin-5,2,2012-07-07,"Standing proudly just across from the Chinese Embassy I expected a great deal from this Restaurant. The food was mediocre, the restaurant looks reasonable nice and it's relatively clean. Although I got a dirty knife and a dirty look for asking for a replacement knife. The Mapo Tofu was not like any I'd seen before in my life and there was about 9 grains of mince in the sauce which I know because they were so few I could count them. They have a wide selection of Dim Sum and I had a selection, I was only really satisfied with one of the selections the others tasted like rubber (probably because they were using rubber in the steamers) . I have, unfortunately, no Idea where they got the good reputation they are supposed to have."
ming-dynastie-berlin-5,5,2013-07-14,It's hard to find good authentic Chinese Food outside of China.  This place is awesome.
ming-dynastie-berlin-5,4,2012-03-03,"fantastic food. huge selection from many Chinese regions and perfectly done. especially interesting is the dim sum selection  i cant seem to have enough of those and find myself coming back again and again.
the prices are moderate (45EUR for a couple) and the service is very professional.
on Sunday there is a buffet that is boring and not recommended."
ming-dynastie-berlin-5,4,2011-08-12,"I've been to the Ming Dynasty I several times, every visit has been a success, good food and good service. The highlight was the the Feuertopf (hot pot) which I shared with a friend one Christmas Eve. Lovely sauces and generous amounts of food. They top up everything as much as required, even the prawns which my friend really tucked into. The tofu was the freshest and the best I can remember having and it was the first time I had the sliced noodles. The peanut/chilii sauce is to die for.
I have also had the buffet for Sunday lunch. This is very good (and good value as well), if not as much a gourmet experience as the hot pot. A good selection of noodles, meat dishes,fish, spring rolls and even some sushi. In particular I enjoyed the crispy duck and the fried prawns/shrimps. The food is continually topped up so things don't run out, even the popular items.
Definitely one of the better Chinese restaurants in town!"
ming-dynastie-berlin-5,4,2011-02-05,"Great dim sum,tasty wantons(i really love the fried one),to mantion the fried chicken with shenchuan pepper::is a twice fried chicken meet with skin,covered with a mountain of dry chilly.the dish havo no sauce at all and it's very spice.The desserts are bit boring,the usual banana frittes,and ice creams.
Authentic chinese food."
ming-dynastie-berlin-5,5,2009-05-29,"Terrific food, with a range of unusual items that one rarely sees in standard Chinese restaurants. No doubt its location right across from the Chinese embassy helps to get the kitchen honest. Certainly worth a visit."
ming-dynastie-berlin-5,5,2008-12-12,"Arguably the best Chinese in town. Good friends is good too and has more roast meats, but Ming Dynasty has a better dim sum and vegetarian menu. The wantons are really really yummy, with a little bit of lemongrass in the stuffing - miam miam. The only negative point is there a very light wine list: there's like 2 reds to choose from and no rosé (which is really de rigueur with Chinese food). Last time I was there I had the 'Great Wall red (produced in China) and it really wasn't that good. The traditional Peking Duck is a must (book 24hrs in advance), as well as the fondue (really popular with their Chinese clientele it seems)."
nin-hao-berlin,4,2011-10-14,"Very tasty and reasonably priced.  Cosy, authentic chinese decor and music.  Very large variety of dishes on the menu, but limited beverage list.  Definitely going back!  Would highly recommend when you are craving some high quality chinese food!"
nin-hao-berlin,3,2016-04-03,"In general, the food tastes fine, not really impressive but fair. If you want to have ""all you can eat"" hot pot, this place actually I feel much better than another one called Lucky Star which is also located in Berlin near U bahn station- Oranienburger Tor. With similar prices, here there are much more choices, I was surprised that they even offer scampi and mussel! Also more vegetables and the most important things is their stuff is much nicer than another. Here you go to pick whatever you like and as much as you can, but the stuffs at Lucky Star serve for you but always make you wait for long time and bring just a little no matter how many people you have, so I will definitely suggest you to come here rather there."
nin-hao-berlin,3,2014-05-13,Can be a Good choice for the chinese cuisine lovers. I ate a kind of noodle and it was OK. Good location and reasonable price by the way.
nin-hao-berlin,3,2011-05-24,"To order their speciality-Hot Pot- is experience and food is good.Interier is not charming and service is slowest I ever experienced( for example when fire at HotPot dies and you would like to call service to make it work again...or even order one more drink) ,but otherwise still nice people and dog friendly place."
cha-for-tee-berlin-5,5,2017-05-24,"This food is delicious! Never heard of such a place before, but was simply walking by as I had to wait an hour for my appointment at the Zullasungstelle down the street. Walked in, met a very friendly staff that recommended me the Beef dumplings, and I also ordered the pumpkin/pea dumplings. I'm literally just through the pumpkin/pea dumplings right now and realized I had to write in Yelp asap about these guys. 

In the picture is the beef dumplings only (b9 on the menu I believe) as I was starving and chomped on the pumpkin/pea set immediately. Highly recommended and I'll be back here even without an appointment at the Zulassungstelle! :-)"
cha-for-tee-berlin-5,4,2017-08-27,"Set in a beautiful part of the Kreuzberg area called Bergmannkiez, this neighborhood eatery provides delicious dumplings and relaxing atmosphere. Whether you decide to sit outside on the street and watch the passers by or inside, you'll surely enjoy anyone of Cha for Tee's broad menu of meat-filled and vegetarian dumplings.

I went with an appetizer of pork wanton soup, which really hit the spot. Later, I hit the pork dumplings with cabbage and coriander. It was quite good--not the best dumplings I've ever had--but definitely satisfying enough and well worth the price.

But the real piece de resistance of the joint is the desert. I got the pastry dumplings (set of two) which came I are with coffee out on the street-side tables.

All and all, it was a perfect way to spend a late Sunday afternoon."
cha-for-tee-berlin-5,3,2017-07-26,"If you are craving dumplings or some semblance of Chinese food, this place is fine. They have a homemade chili oil sauce that I liked. The dan dan mian was tasty, but it lacked the boldness that I am used to. Xiao long bao was a disappointment --flavor was decent, but most of my soup dumplings didn't have soup. Ma la ro was acceptable.

If this is your only option for Chinese, you'll be fine. Good service, nice ambiance and plenty of seating on a quiet street near templehof. It was a very pleasant experience nonetheless. CASH ONLY."
cha-for-tee-berlin-5,4,2017-10-17,"The place is in a very cute area~there are many different kinds of dumplings here, and they are colorful! Good dumplings!"
cha-for-tee-berlin-5,5,2016-11-07,"This place is so cute. And super tasty. We tried the green bean appetizer and several of the vegetarian and pork dumplings. All are highly recommended- especially the green beans. The tea selection was crazy. The only draw-back was that the dumplings take a while to steam. We ordered another round after our first and then one more for dessert and ended up staying quite a while, even for European standards. But the atmosphere is nice so no real complaints here!"
wok-show-berlin,4,2017-08-28,"Really great dumplings here (it seems everyone here orders it). I heard they raised their prices and I did think around €9 is a hefty price for 20 (somewhat small) dumplings but I really did enjoy them and they were very authentic. I also had the kung pao tofu (€10) and it was quite delicious. Overall, the reviews are accurate, I thoroughly enjoyed the food but felt that it was a bit pricey in comparison to other Berlin restaurants."
wok-show-berlin,5,2016-05-17,"CHEAP. Delicious. Diverse. Flavorful. Plentiful. Homemade. Never Frozen. Authentic. Dumpling. Heaven.

2 Thumbs up & a round, happy Tummy!  Enjoy!"
wok-show-berlin,4,2016-05-25,"I had this one on my list for a while already but so far it didn't work out but today was the day... 

I love dumplings! No matter whether it's the russians or the chinese but these were quality. Because I wanted to try them all I asked whether it's possible to try them all and when the waitress said ""yes"" without hesitating I was already in love with this place! The menu offers 20 piece or 40 piece options either boiled or fried. We took a mix of everything with 40 pieces and it's just the perfect amount to not be too full while still get a good idea of all their flavours. I loved it and I highly recommend to get a ""mixed platter"" (not on the menu).
Although I loved every single flavor the ones with salmon did stick out today..."
wok-show-berlin,4,2016-08-06,"When you have a serious good appetite for dumpling and wish to get a dumpling satisfaction at a reasonable price - then Wok Sho is your place. 

20 dumplings (veg/pork/beef/lamb/sea food) for approx 7-8 euro with an option of boiled/fried.

This is coupled with a variety of Chinese dishes and drinks."
wok-show-berlin,3,2016-12-11,This place is very over rated.  We sought it out because we love dumplings and saw good reviews online. We consumed 20 lamb dumplings (below average) and 20 pork dumplings (better but still just average) which we ordered mostly to see if we simply ordered poorly.  I suppose I'd go if I were invited there but I wouldn't go back.  Prices were good at 7.5 Euro for 20 dumplings.  20 dumplings and a beer each will leave you satisfied with enough room for dessert elsewhere.  40 is a lot of dumplings.  One last note - both of our orders were boiled.  Perhaps we should have tried fried dumplings.
wok-show-berlin,3,2016-07-17,"so... the food is really great. Flavourful, rich. The dough could be a little thinner but it's ok. I also like the short menu they have. Unfortunately the service is horrible. We were waiting for them to approach us first to get the menus and then to collect our order for approximately 45 minutes! If it was only depending on me, I would have already left the place, especially that there were only 4 other guests. Another annoying thing was that when we ordered all together 6 plates of dumplings they were serving us only 1-2 plates at a time. I would prefer to be served the whole order at the same time... The prices are also higher than before. Around 7 for 20 cooked sumplings and 8 for the fried ones. I am not sure if I will go back mainly because of the service."
wok-show-berlin,5,2016-04-03,"Their dumplings are to die for. The starters are great too, very authentic. I like their tea selection too. The prices are really good even for Berlin. My husband and I usually order starters + dumplings + tea and eat to our hearts' content and the bill is always around 20 EUR. It's a must for people who love chinese dumplings!"
wok-show-berlin,5,2015-05-17,"These are the best dumplings that I have found so far. You get a huge order for a very good price and they are very tasty. Try the tofu soup or the cold chicken salad with peanut sauce as well. Very aromatic. I think these are the most authentic dumplings in Prenzlauer Berg. I would further recommend Lecker Song if you prefer something more visually interesting. Forget all the hipster places further south, though. They have no idea how to make a great dumpling serving like what you get in this place."
wok-show-berlin,5,2015-07-09,"Just came from it, and yes, sometimes I go all the way from Kreuzberg to Prenzlauer Berg just to eat in there. When I'm in a dumpling mood, oh I love them and They have so many sorts, you can choose, fried or steamed; Let me tell you my favourite one:
Pork and Celery, steamed!

Perfect to go with a group of friends so you can do the full experience as the smaller portion is 20 uni, 40 uni the biggest, so It's good for sharing, combining ingredients and get to know more than just one taste, and they have that wonderful round table with second surface that you can rotate to get someone else's dish ;) friendly people and English speakers. 

Price is just perfect! 
20uni - 6,50€
40uni - 12,50€"
wok-show-berlin,4,2015-12-29,Very authentic food and definitely good for value. Can get quite busy at dinner time but the food definitely worth the long wait
wok-show-berlin,4,2015-02-01,"Fantastic dumplings at a very reasonable price. Pleasant service, a little slow but it can get crowded. I got the fried vegetarian dumplings. Flavorful filling, thin tender wrappers with a great crispy bottom. A number of sauces at the table rounded out the meal."
wok-show-berlin,5,2014-11-23,"If you love dumplings and if you want a lot of them, then this place is heaven for you. They offer dumplings with different fillings and you can order either a small or large plate of each taste. The problem is, everything sounds so yummy that you'll always order way more than you can eat. But that's ok, as it tastes just like in China. In addition, the prices are really fair and the service is mostly friendly."
wok-show-berlin,4,2016-01-02,"The dumplings are real ones, tasty and fresh. I would just wish for a tomato, piece of lettuce or anything colorful as a decoration, because seeing those white dumplings on a white plate without anything else is a bit... sad."
wok-show-berlin,5,2014-12-25,"Very cozy place specialised in Northern China dumpling. LOVE it! We travelled far for this restaurant, it's all worth the efforts! Very friendly staff and huge portion. Authentic taste, I put my Chinese name against is!"
wok-show-berlin,5,2013-02-08,"Dumplings, Dumplings, Dumplings !!! well done, nice fillings and although made for a small pocket.
Walls locking a little bit strange with all those paints, but ok.
TRY it!!"
wok-show-berlin,5,2014-10-15,"Cheap dumplings! And lots of them! Come with a bunch of people, cos it definitely is more economical to order a lot than little. It is very filling."
wok-show-berlin,5,2015-03-05,"Been there yesterday for the first time and it's already one of my favorites. Load of dumplings for every taste, probably 12 different fillings or more, steamed or fried (I had lamb and chinese cabbage, fried, very good, thank you!), and very cheap too. Classic chinese beer. And some other stuff too (I had duck and it was delicious)."
wok-show-berlin,5,2016-01-10,I love this place for the price and the authenticity. The changing exhibition of paintings is entertaining as well. The dumplings are definitely the speciality! Not sure about the other entrees.
wok-show-berlin,5,2013-11-15,"Came here with a friend last Saturday night.  Finally, AUTHENTIC Chinese food in Berlin!

Ordered jasmine tea, 20 cabbage dumplings (steamed), cubed tofu in a delicious sauce (I forget the name) and double pan fried chicken.  Total flavorgasm and I was stuffed afterward!

This place is a must. Be sure to make a reservation, we were rushed out after two hours to make room for people waiting. It was packed."
wok-show-berlin,2,2012-11-11,"Lots of average potstickers for an ok price. They are made fresh, which is nice, but it was hard to distinguish between the three different types that we ordered...and that is sorta gross. 

But, if you get off on giant portions, then here you go. You should check this restaurant out. 

That is to say, if you are the type of guy or gal who would say to themselves, ""I like seeing a serving of 60 of these dumplings on one plate and it makes me happy,"" then you will fall in love with this place. 

On a side note:
Why pay extra for frying? Are you trying to keep all the cheap and poor fat people away?

Also, it seems as if only Asian people eat here."
wok-show-berlin,5,2013-05-12,"WOW! I live at this place- cant get enough of their AMAZING dumplings. The fried are my favorite, but dont be fooled by the word 'fried' as they aren't really fried but pan fried. They are just cooked in a pan on one side, so in total 20 dumplings (a standard serving) has about a teaspoon of oil.
As every one else suggests, stick to the dumplings, everything else on the menu is just to bulk out the menu; basically everything else isn't great
This place has the sweetest dumpling outside of China, the staff are super lovely and friendly and the paintings on the wall are stunning. The artist is a family member with an amazing talent for oil paintings. A homely, family run, unpretentious place with fast service."
wok-show-berlin,5,2014-03-15,"We only had dumplings which were really good. The fried version of the vegeterian dumplings was really good...Not a fancy place at all, service was bad but we will come back for the dumplings! we paid  for 20 pieces for 7.5€, try it!"
wok-show-berlin,5,2013-03-10,"We were perhaps the only non-chinese customers there on a saturday evening and we were very happy to have made a reservation  the place was jumping! This was immediately a very very good sign. 
We were four and ordered wonton soup and a pork appetizer before our large order of 80 dumplings came out. Everything was delicious and the service was fast and efficient. We had heard from others that any other dish on the menu was not worth ordering besides the dumplings. We were not disappointed. I have made Chinese dumplings myself as well as eaten the best in NY's chinatown. While these are not better than fresh homemade dumplings at my house, this is a great find in Berlin. 
Notice: I only concentrate on the quality of the food. Atmosphere and service usually don't play a huge role in my reviews, unless someone was downright rude, behaved inappropriately or cleanliness was an issue."
wok-show-berlin,2,2012-01-02,"Several people recommended this place to me since we moved to Prenzlauerberg about 2 months ago. They told me that the dumplings are really nice, which I can't confirm. I am a big dumplings fan, and I bet anybody who tasted dumplings in China, wouldn't like the dumplings at Wok Show that much.
They tasted like my own made at home dumplings. The skin is too thick. Also they have really weird pictures on the wall!"
wok-show-berlin,5,2014-11-18,Great place for dumplings. Great price. I recommend the pork and zucchini. They tasted better than the pork and cabbage. Mutton also doesn't taste that great. It was a little gamey. I also recommend pan-fried over boiled.
wok-show-berlin,4,2012-10-11,Good dumplings and good soup. Good quality and quantity for a low price.
wok-show-berlin,5,2011-07-16,"Wok Show is my ultimate ace card for anybody who dares to find something local and (literally) hidden away. You should eat here often, as I try to do on a regular basis. Can easily drop a 40 (piece) on vegetarian Jiozi, all season long.
Especially prominent is the artwork that adorns the entire place, done by the store patriarch. Cannot confirm nor deny that the inspiration and motivation can be attributed to the hapless matriarch that befits this socialist paradise. Before the Prinzlberg wannabee yuppies infested most of the district, fortunately, this kiez is still keepin it Pankow  KaDeWedding stylee.
HIGHLY HIGHLY ESSENTIAL."
wok-show-berlin,4,2013-02-02,"Nice dumplings at a good price.
The main dishes are also pretty good but the portions are a bit on the small side, in fact by Berlin standards they are tiny, servings of rice also too small.
Fix the portion size and speed of service and you will get 5 stars from me!"
wok-show-berlin,5,2010-08-25,"i love this place. quiet, unassuming, great dumplings, reasonable price. pick from many varieties including pork and leek, vegetarian, and seafood. you can have them fried or steamed (i recommend a mixture). plenty of nice dipping sauces on the table.


 there will be little to no english spoken, but just point to anything in the dumpling menu and you will be happy.


 bring lots of friends. order a hundred assorted dumplings (less than 30 euro). have a great night."
wok-show-berlin,4,2012-03-30,"Wok show is great  Chinese food is hard to find in Berlin and this place was recommended to me by 2 friends who have lived in China. it's a nice treat. The atmosphere is also nice, every time (literally) I have been there, there has been large group of Chinese people eating there. Last time it was a big family (probably 15 adults) and the kids were wandering all over the place much to my and other diners general amusement and entertainment I find this kind of family vibe refreshing (not that I want all restaurants to be like that). There is also this quirky little painting studio in the window and here again I find that brings this sense that you are almost in someone's house. I have sent other friends here to who gave me rave reviews on other non-dumpling dishes they had (duck in particular) so would never hesitate to recommend Wok Show!"
wok-show-berlin,4,2009-05-05,"It's a bit of a shlep to this relatively small corner resto, tucked away on the corner of Greifenhagener and Kuglerstrasse, a few blocks north of U / S Schönhauser Allee. But walking is a big part of city life, and one that I relish each time I return for a vacation from the land of motorized travel....


 I was also experiencing withdrawals from my hometown haunt, Chopstick Express (http://bitchinberlin.wordpress.com/2008/12/10/chopstick-express-pa-2/) , so I was hoping for a good chili fix.


 Alas, while Sichuan-style dishes apparently can be ordered off the menu -- i.e. one knows the name of the dish in Chinese or German (which is a double loss for me, as I only know the fairly bad English translation) -- the main attraction are a variety of dumplings, steamed or pan-fried, which are prepared fresh daily.


 A cucumber salad appetizer could not transport me to the culinary high I so crave, and the specially prepared ma po tofu was galaxies away from ""my"" hometown dish. A kim-chi-ish appetizer of napa cabbage delivered on the sour & salty front, and the sliced beef was served with a sauce that had hints of peanut in it.


 At 5.50 EUR / 20 and 10.- EUR / 40 dumplings, this is a very good deal for larger groups of friends, and a VERY tasty one at that. Don't mistake the soy bottles for what they appear to be -- it's a dark vinegar (much tastier than the sodium bomb, anyway).


 It's a bit of a kicker to find the entry to the restrooms, as both the wall and the door are painted on with a pastoral landscape -- after a few beers (and for your first trip to the loo) it can be a bit confusing.


 On my way out I saw a dish reminiscent of the awesomeness that is ""Diced chicken w/hot peppers"", and pleaded the owner to prepare this dish for our next outing. Fingers crossed!


 FYI, all dumplings are also available frozen for take-out, which makes a delish finger food option for the lazy party host.


 As for my chili quest, I'm back to square one '-("
wok-show-berlin,2,2011-02-02,"How to eat at Wok Show:


 1) Assemble a group of people whose excitement over the idea of a dumpling feast is a bigger motivator than flavor. Ideally, they'll be either stoned or hungover.


 2) Once you get there, don't be in a hurry. While the kitchen is quite fast, the service is not; your drink orders might arrive in half an hour, along with notification that half of the menu isn't available. If for some reason you want wine, BYO. Trust.


 3) Order lots of dumplings. Don't worry, they're cheap, and by the time they arrive you'll be hungry enough to eat the table. No need to deliberate over which fillings to get; they all taste exactly the same, which is to say they don't taste of much at all. Get some fried - the dough really comes alive when it's seared to a crisp, not greasy at all. If you're more into mouth-feel than taste, you'll be polyorgasmic by now.


 4) If you were the kind of child who chewed on rubber bands during school lunch, try an order of pig ears. Otherwise, disregard the rest of the menu, which is full of disappointments.


 5) You can't be blamed for sneaking in your own dipping-sauce ingredients, as the ones on the table taste slightly rancid. But be discreet, of course! No need to plop a chopping board on the table and embarrass your guests.


 6) Still waiting for another drink? Pause and enjoy the random artwork crowded into the walls and obscured by bright direct lights. The decor may not exactly work, but you've gotta hand it to them for trying."
wok-show-berlin,4,2011-11-27,"We've only had takeaway from here. The dumplings are definitely a highlight. Staff are very friendly, price is perfectly fine for decent quality food. Would recommend it in this area."
wok-show-berlin,1,2013-10-25,"I'm just back from dinner here. I will NEVER go back. I was pretty happy with the food, but the service, especially as we were leaving was HORRIBLE, absolutely atrocious. In a nearly empty restaurant (somewhat early on a Friday night, so understandable) we were seated in a side room that soon filled up with a large party. Nothing against that, except that it was so loud that we couldn't enjoy our own dinner or conversation, so we felt rushed. On our way out, we saw plenty of still-empty tables in the front of the restaurant, and politely commented that it was very loud back where we'd been seated, and it would have been nice if we could have had a quieter table, gesturing to all the empty tables up front. The owner said they were all already reserved. Well, they were all empty when we came in, and were empty when we were leaving. I pointed this out, and said, well still, it wasn't so nice. 

She actually mimicked me, ""Oh, it wasn't so nice.... well, it's nice for us! Ha ha ha!) Meaning, I guess, that they're making a lot of money from the big party and the booked out tables. RUDE, more than rude - the owner mocked me to my face. 

I am still so angry. This restaurant owner is totally in the wrong business if she thinks this is how to treat customers."
wok-show-berlin,4,2009-07-26,"i went here for the dumplings, and i was not disappointed. handmade and pretty yummy. prices are writted in another review so i won't touch on that. you can get them boiled or fried. i agree that it didn't make sense to put vinegar into the bottle which was marked soy sauce and soy sauce into the vinegar bottle. strange. in any case, if you want dumplings, you can stuff your face here for a pretty decent price. i took a pack of 40 frozen for home too."
wok-show-berlin,4,2010-03-13,Great jiaozi!
wok-show-berlin,4,2009-11-15,"Went to Wok Show for the first time today. Ordered a wan tan suppe (small portion, tasty with excellent wan tans, broth had a hint of sesame oil). Tried the fried vegetable dumplings...excellent! Not too greasy, browned perfectly. The soy sauce was brought to the table but I used vinegar instead mixed with some spicy sauces. Best dumplings I've had in Berlin...I'll be back to try some meat dishes very soon! I saw a Sezchuan dish on someone else's table that looked and smelled delicious, even to my vegetarian boyfriend."
feedback-berlin-5,5,2017-09-30,"very delicious! especially all kinds of local Cantonese style DIM-SUM, which stands out among other chinese restaurant~"
feedback-berlin-5,5,2016-02-25,"Like just : AMAZING ! 
once you go there ...you'll just wish /want to move to Berlin just to be able to try all dishes EVERY DAY !
on top of being delicious they are decorated in such an exquisite and elegant way that can only assure you ""you won't be disappointed""
hope you will all enjoy as much as i did. definitely recommendable! 
service is super sweet, the place has a great decoration, all is very clean
my best advise is : GO ! GO ! GO!  TRY! TRY!"
feedback-berlin-5,5,2017-07-06,"Visiting from New York City  for only five days and was lucky enough to be brought to this exquisite restaurant by my friend Jake. Better than any of the restaurants back home - freshest flavors and most delicious combinations I've encountered. Tofu has never tasted so good - whether quickly deep fried or sautéed or smoked. Shumai and wontons were perfect and light and wasabi shrimp out of this world.  And how can a humble cucumber salad be that amazing?
Gracious service; beautiful outdoor setting, lovely bottle of Albariño and above all scrumptious food. A must."
feedback-berlin-5,3,2016-12-09,"Nothing special. It's pretty much your average Chinese place, but a bit more expensive. The dim sum is better than the Hauptgerichte."
feedback-berlin-5,1,2016-04-02,"Really confused by the reviews and I am not even a foodie.  I had their version of Kung Po chicken and it was almost inedible and the dish was about 50% oyster sauce with very little meat.  They do have a nice outdoor eating area if you just want to have a beer, but I would stay away from the food if you are remotely used to real Chinese food."
ming-dynastie-berlin-5,5,2015-10-21,"This is a massive operation; right across the Chinese embassy. On a Wednesday evening, it was packed, with both Chinese and non-Chinese diners inside. There were plenty of Chinese diners; that for me was a good sign.

We decided to stick to ordering little things, and avoiding the main dishes. By the way, the main dishes are huge, so bring an appetite in case you want to order one of those (they come with rice). We ordered the 1000-year-old eggs (we liked it so much we ordered a second one), the spicy tripe, steamed dimsum with pork and vegetables, as well as small servings of the shark fin soup, as well as the sea cucumber soup. We also ordered a pair of non-alcoholic cocktails, simply because their juices looked interesting enough.

Oh, the millennium eggs were great! It looked disgusting, but it melts in your mouth. I loved it. I haven't had it here in Berlin, until now. I was missing it, so it was time to feast on it. 

The spicy tripe was also a great dish. It was not too hot, in my opinion, although I remember them marketing it as rather hot. I guess it's not Szechuan cuisine. Regardless, I loved it.

And finally, the dimsum, which was heavenly.

The soups were interesting, but I should say that the shark fin soup had more hype than taste. I can't say I hate it, but I am not a fan. I guess it is just popular because of its ingredients, but I didn't really see why people make a big deal of it. In my opinion, I found the sea cucumber soup tastier.

Overall, I had a good experience here. I would definitely come back again."
ming-dynastie-berlin-5,3,2017-06-03,"It's a reasonably nice place, the waiters were friendly, no problems, the food was... ok. Not great, but ok. The buffet is pretty small and lacks some more sauces (if you offer duck, fish, etc. by itself, I expect more sauces to go with it than just sweet&sour). One meat (I think it was beef) was only lukewarm at best and pretty chewy, which was also true for some of the other stuff. Personally, I would not recommand the buffet, but we will probably go again and try something from the menu."
